,tittle,hash,chapter,kitsu_id
4606,[PuyaSubs!] Boruto - Naruto Next Generations - 228 [ESP-ENG][720p][DBD6E0DC].mkv,098543170ddee7d336cb4df745799474630af9db,228,13051
4607,[PuyaSubs!] Boruto - Naruto Next Generations - 228 [ESP-ENG][1080p][875E1A5B].mkv,c536a44b1879358c4cdc615cd9def7f3890402eb,228,13051
4608,[PuyaSubs!] Mieruko-chan - 11 [ESP-ENG][720p][908EF073].mkv,f446cab387a9b7a2d469944614b40ac11b8d79a1,11,44185
4609,[PuyaSubs!] Mieruko-chan - 11 [ESP-ENG][1080p][28A066CA].mkv,477d4b185e434dabee4074abb64f4d745310d5dc,11,44185
4610,[PuyaSubs!] One Piece - 1003 [ESP-ENG][720p][77DB9386].mkv,d16464ee65b324c6b6da23a28c06024959921269,1003,12
4611,[PuyaSubs!] One Piece - 1003 [ESP-ENG][1080p][5AAF6F6A].mkv,2bac7820eba645f0e61f9bf81ec2845f9fd01966,1003,12
4612,[PuyaSubs!] Digimon Ghost Game - 10 [ESP-ENG][720p][4444B953].mkv,76347ceb109945facf9f3ff10ded1cb2b8c9c497,10,44946
4613,[PuyaSubs!] Digimon Ghost Game - 10 [ESP-ENG][1080p][F1704514].mkv,74d9c83c7542de41782d87fdd316de14bf589f16,10,44946
4614,[PuyaSubs!] Tropical-Rouge! Precure - 40 [ESP-ENG][720p][E398758C].mkv,744791c6269d6e9925cadd3b14d98947eafe6dd9,40,43821
4615,[PuyaSubs!] Tropical-Rouge! Precure - 40 [ESP-ENG][1080p][D5F0F9AD].mkv,2819999082a760999ad92a3d29627200201ce7e0,40,43821
4616,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 111 [ESP-ENG][720p][B4EE2AD1].mkv,693b2891b9e32db079142a05a2cb461a67cfd81e,111,null
4617,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 111 [ESP-ENG][1080p][F96CF836].mkv,72626974841d3eaf07a07cb98e9e540caf225250,111,null
4618,[PuyaSubs!] Jahy-sama wa Kujikenai! - 19 [ESP-ENG][720p][D6DA4A7E].mkv,f698c26077603b6c5df8affa50bdd3415c5a57a6,19,44392
4619,[PuyaSubs!] Jahy-sama wa Kujikenai! - 19 [ESP-ENG][1080p][2B437FE4].mkv,4306b59ee63f87ab450d7fdcf50bfdbe3259da4b,19,44392
4620,[PuyaSubs!] World Trigger 3rd Season - 10 [ESP-ENG][720p][CC0DD3B0].mkv,4f3f411f070fb4adcc296640af1f81bf5ed6bf0a,10,null
4621,[PuyaSubs!] World Trigger 3rd Season - 10 [ESP-ENG][1080p][D0E3D891].mkv,0edceb3cfb618623da39e0ca2191d42560239d1f,10,null
4622,[PuyaSubs!] Muteking the Dancing Hero - 11 [ESP-ENG][720p][18513CB9].mkv,2add4b42c952f26afadb90962256e5e568b79408,11,null
4623,[PuyaSubs!] Muteking the Dancing Hero - 11 [ESP-ENG][1080p][C83DBF11].mkv,f3abbeaa7b176cde28f565c3278941da008007b0,11,null
4624,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 61 [ESP-ENG][720p][696BB670].mkv,1a21ae2b9a961d65f37bd415b6b9b311c06f9839,61,42900
4625,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 61 [ESP-ENG][1080p][C166641B].mkv,7693b3db9a32e23240d44582d9d577cf06e1ebdc,61,42900
4626,[PuyaSubs!] Build Divide: Code Black - 10 [ESP-ENG][720p][D3828100].mkv,8563d504aa9c78d9c3a64586ec8a9ab7f4ea25ed,10,44425
4627,[PuyaSubs!] Build Divide: Code Black - 10 [ESP-ENG][1080p][59C13BC2].mkv,8486350fd7fe2c8093e40fe944c86f029a48c4cc,10,44425
4628,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 10 [ESP-ENG][720p][5A7ACA00].mkv,344b79e7763789258aaab316c472b08a14f261b1,10,43313
4629,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 10 [ESP-ENG][1080p][39CBE3E5].mkv,88dbce74929e46d4b7f0bab1ef979493d36ce2fe,10,43313
4630,[PuyaSubs!] Saihate no Paladin - 09 [ESP-ENG][720p][90630F7E].mkv,a137d7ab3a3905b2da589e92a9aece340dcf02e0,9,44432
4631,[PuyaSubs!] Saihate no Paladin - 09 [ESP-ENG][1080p][42E6307E].mkv,72d34757497b19a30e019d4cfeb897fea76e54e5,9,44432
4632,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 35 [ESP-ENG][720p][AA0604B4].mkv,3667d779cdbc4d3b1033a72bea47ed628d3ee2ed,35,44199
4633,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 35 [ESP-ENG][1080p][FC4C3527].mkv,5a0eff75a23d7a7ceee9d51333ffba003ea4a129,35,44199
4634,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 11 [ESP-ENG][720p][6FEE39CB].mkv,72447a60beea57eb812bbd71b1c9aa19233c6402,11,null
4635,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 11 [ESP-ENG][1080p][F7418F6B].mkv,7cb228f279088f2d2fbe95c79750d0b9aed9ddf9,11,null
4636,[PuyaSubs!] Isekai Shokudou 2 - 11 [ESP-ENG][720p][5042294D].mkv,0ccd81991010335583c1a346c8e07cfac3992a49,11,44434
4637,[PuyaSubs!] Isekai Shokudou 2 - 11 [ESP-ENG][1080p][3F52F860].mkv,4ff7ea2800cde24205a2dd4607574962a47f21a4,11,44434
4638,[PuyaSubs!] Taishou Otome Otogibanashi - 10 [ESP-ENG][720p][D215D647].mkv,43de16c70584d8fe1303532f2440a5d6d56eb1f4,10,43817
4639,[PuyaSubs!] Taishou Otome Otogibanashi - 10 [ESP-ENG][1080p][107852F2].mkv,120c7a7cb0f65408e509b0fb78f69df73a13cc50,10,43817
4640,[PuyaSubs!] Visual Prison - 10 [ESP-ENG][720p][E4138194].mkv,601341ff3f3baeea6d0114531c5653d02df44735,10,44234
4641,[PuyaSubs!] Visual Prison - 10 [ESP-ENG][1080p][70DEB8F9].mkv,d0de6d27a95022b63fc1ac6da8add5132db9f904,10,44234
4642,[PuyaSubs!] Selection Project - 11 [ESP-ENG][720p][B27DBF16].mkv,fd3f4c8535b5d87872a7c84ef942a451563f3767,11,44211
4643,[PuyaSubs!] Selection Project - 11 [ESP-ENG][1080p][278EB8E4].mkv,5b915151eb1fe9e73d5859131284fbd7bf002d65,11,44211
4644,[PuyaSubs!] Mahoutsukai no Yome - Nishi no Shounen to Seiran no Kishi - 01 [ESP-ENG][720p][8EF7593E].mkv,d0ec78699cb94db7ac29fea98cd56d428e43fa3a,1,44168
4645,[PuyaSubs!] Mahoutsukai no Yome - Nishi no Shounen to Seiran no Kishi - 01 [ESP-ENG][1080p][7778BF73].mkv,d37aad154e07ff61ce76ddcf60d38664b509464e,1,44168
4646,[PuyaSubs!] Platinum End - 10 [ESP-ENG][720p][9DAFC530].mkv,7f820b1a5797841475c73d55b4b129f18230a065,10,43862
4647,[PuyaSubs!] Platinum End - 10 [ESP-ENG][1080p][82A7BEF3].mkv,4ede446320dfcccc7ec8d686cd3b04969b343346,10,43862
4648,[PuyaSubs!] Ousama Ranking - 09 [ESP-ENG][720p][5F694FCF].mkv,7d2e59af883c5afeb89f6ab608148b2c0559994d,9,43849
4649,[PuyaSubs!] Ousama Ranking - 09 [ESP-ENG][1080p][71C01C0E].mkv,b462c66a37877a8fcb126e88011c23c5b3c43818,9,43849
4650,[PuyaSubs!] Shingeki no Kyojin - OADs - 05 [ESP-ENG][720p][7A3A823F].mkv,36b3e9a3ec242dc4271491bbdd07695db1f27010,5,null
4651,[PuyaSubs!] Shingeki no Kyojin - OADs - 05 [ESP-ENG][1080p][D8E87F2E].mkv,39386d5126c2f9d4af40a8cb708345743ce98e56,5,null
4652,[PuyaSubs!] Shingeki no Kyojin - OADs - 04 [ESP-ENG][720p][9149470E].mkv,79852494aa204236ca67fe694d0f3ade0913d90f,4,null
4653,[PuyaSubs!] Shingeki no Kyojin - OADs - 04 [ESP-ENG][1080p][3A262E61].mkv,a642070905a86d5b242d3479eace997cec428535,4,null
4654,[PuyaSubs!] Shingeki no Kyojin - OADs - 03 [ESP-ENG][720p][8644252C].mkv,04a0bef01ab2af59937b1e069edbe81b200d8021,3,null
4655,[PuyaSubs!] Shingeki no Kyojin - OADs - 03 [ESP-ENG][1080p][7B502CB3].mkv,f86ddcb96babf4d83b7a8137a738d8e7eedde224,3,null
4656,[PuyaSubs!] Shingeki no Kyojin - OADs - 02 [ESP-ENG][720p][346C391C].mkv,0f7601f0562938968cb7f747b4bd06f70c097ea7,2,null
4657,[PuyaSubs!] Shingeki no Kyojin - OADs - 02 [ESP-ENG][1080p][B4D3ACE1].mkv,720a7c4f07276530823b1549df0d8227789cc551,2,null
4658,[PuyaSubs!] Shingeki no Kyojin - OADs - 01 [ESP-ENG][720p][1F437ED8].mkv,311ed559f0e101572cceb49f99fed543dd34fab1,1,null
4659,[PuyaSubs!] Shingeki no Kyojin - OADs - 01 [ESP-ENG][1080p][C89016B1].mkv,1fa9496badf96f2c61212c494b5fa9017aa1c70a,1,null
4660,[PuyaSubs!] Tsuki to Laika to Nosferatu - 12 [ESP-ENG][720p][6647F7D4].mkv,048ddc776b2940a002c56fffc31fba07a78eaf97,12,44192
4661,[PuyaSubs!] Tsuki to Laika to Nosferatu - 12 [ESP-ENG][1080p][AC722E78].mkv,9fdda18e3db86d315a2790cd78e6e01484095478,12,44192
4662,[PuyaSubs!] Kimetsu no Yaiba - Yuukaku-hen - 03 [ESP-ENG][720p][636806B3].mkv,b19805ffcc875e2217fdb7eb5d53b85a695db29f,3,44081
4663,[PuyaSubs!] Kimetsu no Yaiba - Yuukaku-hen - 03 [ESP-ENG][1080p][47D7E83C].mkv,331af2e2b076828e9712df8ddbf2219976a32872,3,44081
4664,[PuyaSubs!] Sankaku Mado no Sotogawa wa Yoru - 12 [ESP-ENG][720p][94F3FF6D].mkv,43669217ba5b58228fab65866ad3407c04c32cb0,12,44312
4665,[PuyaSubs!] Sankaku Mado no Sotogawa wa Yoru - 12 [ESP-ENG][1080p][A6AB4979].mkv,0196f638bcda0320ac66b781cc113c5d709a3b26,12,44312
4666,[PuyaSubs!] Mushoku Tensei - Isekai Ittara Honki Dasu 2nd Season - 23 [ESP-ENG][720p][2D7A011C].mkv,b497a6a7f8809019e4406c39018b7460a68c8a1f,23,null
4667,[PuyaSubs!] Mushoku Tensei - Isekai Ittara Honki Dasu 2nd Season - 23 [ESP-ENG][1080p][A79F7FE7].mkv,293f80a2b11afd2c7b801fd31005f0b5d81c2409,23,null
4668,[PuyaSubs!] Tesla Note - 12 [ESP-ENG][720p][BD199D0E].mkv,e7a82fa1bbc46096cf9ee9bce5e50b594cc94838,12,44345
4669,[PuyaSubs!] Tesla Note - 12 [ESP-ENG][1080p][60E6A754].mkv,1fa670523418d892d7aaff0eaaa13a540ce4ee84,12,44345
4670,[PuyaSubs!] Mieruko-chan - 12 [ESP-ENG][720p][5ED6F915].mkv,c49e5490057abb3722e64754fbf33e45d0e0ca46,12,44185
4671,[PuyaSubs!] Mieruko-chan - 12 [ESP-ENG][1080p][F80A389F].mkv,1ab02cf6bc2b0ac2f28e6a14a4980124a6263a74,12,44185
4672,[PuyaSubs!] Boruto - Naruto Next Generations - 229 [ESP-ENG][720p][F72EBD7B].mkv,64cdf8ca2e480fa8995094b3090d39eca0b5ad29,229,13051
4673,[PuyaSubs!] Boruto - Naruto Next Generations - 229 [ESP-ENG][1080p][AE9FB48B].mkv,23836e799573753887ddd277df28ffce5250bfa9,229,13051
4674,[PuyaSubs!] One Piece - 1004 [ESP-ENG][720p][4F252187].mkv,4ad2860fc7362f0bfebec0e6e16eac7845f2f40f,1004,12
4675,[PuyaSubs!] One Piece - 1004 [ESP-ENG][1080p][9CE001CD].mkv,65715c8e3de5d2be4453cf2a49d7c0e939a7a2c4,1004,12
4676,[PuyaSubs!] Digimon Ghost Game - 11 [ESP-ENG][720p][002235A3].mkv,669f310255760214147cf5e4cee9cb9b9fe1e2d7,11,44946
4677,[PuyaSubs!] Digimon Ghost Game - 11 [ESP-ENG][1080p][B4F826BB].mkv,dfda6d5bd4d16a4999122731978e448f51b8b2b9,11,44946
4678,[PuyaSubs!] Tropical-Rouge! Precure - 41 [ESP-ENG][720p][FA790963].mkv,78481a3e725f3ed09ac13a4f6d994eb7d044c11e,41,43821
4679,[PuyaSubs!] Tropical-Rouge! Precure - 41 [ESP-ENG][1080p][61E95353].mkv,f460d95f04952dc66b053f46ac1d62a81fd8ac35,41,43821
4680,[PuyaSubs!] Jahy-sama wa Kujikenai! - 20 [ESP-ENG][720p][94848FE9].mkv,ebfca4a505f0309698cdfcb5441186200a7c2b94,20,44392
4681,[PuyaSubs!] Jahy-sama wa Kujikenai! - 20 [ESP-ENG][1080p][BFAE5821].mkv,1d8cd543b013908b6ebe024244fd316068529c30,20,44392
4682,[PuyaSubs!] World Trigger 3rd Season - 11 [ESP-ENG][720p][34854C5C].mkv,6ad487db51242d5cdf99add95b4166da4ee913f0,11,null
4683,[PuyaSubs!] World Trigger 3rd Season - 11 [ESP-ENG][1080p][CB5D8AF7].mkv,639c1fa63a1346a53ff3af356825d3fb3a6b47ab,11,null
4684,[PuyaSubs!] Muteking the Dancing Hero - 12 [ESP-ENG][720p][2CC9552D].mkv,b835f6b3f60aae17c603f40dd4842438a077198c,12,null
4685,[PuyaSubs!] Muteking the Dancing Hero - 12 [ESP-ENG][1080p][8CED4B10].mkv,470daedac4060de010e6a38c6f39a607e82a80f8,12,null
4686,[PuyaSubs!] 86 - Eighty Six - 20 [ESP-ENG][720p][2EFDB093].mkv,a73ee9b444ad960cbaff8c60a815815a2635b431,20,null
4687,[PuyaSubs!] 86 - Eighty Six - 20 [ESP-ENG][1080p][FC6FB274].mkv,ed2e18762add80124eeccc603dad6a8be38e78c7,20,null
4688,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 11 [ESP-ENG][720p][E4BA1B7C].mkv,3008c8212304512a1215b394f51cc0f2ef76a398,11,43313
4689,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 11 [ESP-ENG][1080p][01E60CA7].mkv,81c72962d234a4234c254c8c19cff07c816b9523,11,43313
4690,[PuyaSubs!] Build Divide: Code Black - 11 [ESP-ENG][720p][096946F7].mkv,1dc5dcb5f08fc9de98dc101eac8c434745f09b72,11,44425
4691,[PuyaSubs!] Build Divide: Code Black - 11 [ESP-ENG][1080p][09937BCB].mkv,485f8dd7d27f02fc0a37e8a6c415169b978cb51a,11,44425
4692,[PuyaSubs!] Saihate no Paladin - 10 [ESP-ENG][720p][C50CC7AE].mkv,e4da57d066c0790f8b0989fabba464d10ac6068f,10,44432
4693,[PuyaSubs!] Saihate no Paladin - 10 [ESP-ENG][1080p][5CE63294].mkv,b15efc60525dfe66bbf2945137e4045ee33c04d5,10,44432
4694,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 36 [ESP-ENG][720p][AA499C15].mkv,ede894c739b645197226f36dc67c359594966391,36,44199
4695,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 36 [ESP-ENG][1080p][331A3B99].mkv,395ba4065bd1093c3eb998d81bccb1221e3999e6,36,44199
4696,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 62 [ESP-ENG][720p][E9F5723C].mkv,c8c8ae03827e14bdb0e94ee07618e3cb9df392a0,62,42900
4697,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 62 [ESP-ENG][1080p][762C1E02].mkv,6afd8c1a2400b0a8794d62a1677f0d3efab51f7c,62,42900
4698,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 121 [ESP-ENG][720p][3D6D6A52].mkv,68c23768eb34443939a53ae56851d8d3b645f8e9,121,null
4699,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 121 [ESP-ENG][1080p][F6886D49].mkv,8e38c9e7989dc6a53971179fac0091f21c1e56fe,121,null
4700,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 12 [ESP-ENG][720p][4A292E1D].mkv,47403152d2cc5a5d84d3a4cba2566b70279329dc,12,null
4701,[PuyaSubs!] Yakunara Mug Cup mo - Niban Gama - 12 [ESP-ENG][1080p][45CD5400].mkv,bb3e852c2081836243cea93ab29b0c63627c9c33,12,null
4702,[PuyaSubs!] Isekai Shokudou 2 - 12 [ESP-ENG][720p][DD5BC438].mkv,611675d185373a15e76bd05b8464371e449d22fe,12,44434
4703,[PuyaSubs!] Isekai Shokudou 2 - 12 [ESP-ENG][1080p][02DAF63C].mkv,754628a7d37dd0fed75b961e28438f0f402a0960,12,44434
4704,[PuyaSubs!] Taishou Otome Otogibanashi - 11 [ESP-ENG][720p][1FD57BD4].mkv,13a96174d007ea6da58d5dacc45efa63ad99dc0a,11,43817
4705,[PuyaSubs!] Taishou Otome Otogibanashi - 11 [ESP-ENG][1080p][C02C5406].mkv,45b9bc24512396cf53868515ee96e18ecd7affab,11,43817
4706,[PuyaSubs!] Visual Prison - 11 [ESP-ENG][720p][0F478799].mkv,53fb361a3d4e59f733a6d03d89ce7863c3711611,11,44234
4707,[PuyaSubs!] Visual Prison - 11 [ESP-ENG][1080p][ABD3D0C9].mkv,eaf7b94a732972235fc7755704d31e65e09970d4,11,44234
4708,[PuyaSubs!] Selection Project - 12 [ESP-ENG][720p][DC029A5A].mkv,f7c9df42fd63736dc6677c924614048692606beb,12,44211
4709,[PuyaSubs!] Selection Project - 12 [ESP-ENG][1080p][E0BABA0C].mkv,3413945b617477a85ebb04dfb85fdcdd0f43a763,12,44211
4710,[PuyaSubs!] Platinum End - 11 [ESP-ENG][720p][B8D49576].mkv,8ccb42c5bfccf759bab4beb5214063180b72bbdc,11,43862
4711,[PuyaSubs!] Platinum End - 11 [ESP-ENG][1080p][68B7D01D].mkv,db5270fdc8eedc1a9e1df4a1ca5be0539aa1d681,11,43862
4712,[PuyaSubs!] Shiroi Suna no Aquatope - 24 [ESP-ENG][720p][B990BCCA].mkv,72767ed46c8891b341c27b8dc559477c4bfc1353,24,44116
4713,[PuyaSubs!] Ousama Ranking - 10 [ESP-ENG][720p][80138832].mkv,96b6b10fd8ea4b0564261d03b712abe1692b7770,10,43849
4714,[PuyaSubs!] Ousama Ranking - 10 [ESP-ENG][1080p][1E1E64F2].mkv,8429692ff111876a8c53edf882cc32c7f25388de,10,43849
4715,[PuyaSubs!] Shiroi Suna no Aquatope - 24 [ESP-ENG][1080p][F066A204].mkv,f2a90512ec72a1ffe6f69851668097385865180d,24,44116
4716,[PuyaSubs!] Sakugan - 11 [ESP-ENG][720p][46C2EF4F].mkv,f48c0ae4d46d324b772719266118867d57c9bbdd,11,null
4717,[PuyaSubs!] Sakugan - 11 [ESP-ENG][1080p][7696155E].mkv,21f98fdde757c5873787712822880724e719a472,11,null
4718,[PuyaSubs!] Scarlet Nexus - 25 [ESP-ENG][720p][E2A22448].mkv,6cfa9a53ac36f27f69f15d2d5b556bbffd78ab70,25,44195
4719,[PuyaSubs!] Scarlet Nexus - 25 [ESP-ENG][1080p][586CE68D].mkv,955269416eade072ef2fb684ef8851e730f43a64,25,44195
4720,[PuyaSubs!] Muv-Luv Alternative - 11 [ESP-ENG][720p][C1E8D90D].mkv,21593f68e6e8a68756cd6a546c3243447cd5edc0,11,43690
4721,[PuyaSubs!] Muv-Luv Alternative - 11 [ESP-ENG][1080p][8E511A15].mkv,cadf29ad0a925f08dff3a026ccd723976913e635,11,43690
4722,[PuyaSubs!] Sekai Saikou no Ansatsusha - Isekai Kizoku ni Tensei suru - 11 [ESP-ENG][720p][E0C4527E].mkv,be215417ce1add1a1cbc768c935cce7396cb4810,11,44393
4723,[PuyaSubs!] Sekai Saikou no Ansatsusha - Isekai Kizoku ni Tensei suru - 11 [ESP-ENG][1080p][CD3FC3E4].mkv,5a951a43f62908e88af9874e37b84fd666384e83,11,44393
4724,[PuyaSubs!] Puraore! Pride of Orange - 11 [ESP-ENG][720p][196CC71E].mkv,47db79d8b5c34fed4218240fb3e1ecbfc4524b66,11,43880
4725,[PuyaSubs!] Deep Insanity - The Lost Child - 12 [ESP-ENG][1080p][06F070A3].mkv,55787b2f21f5bd22fe80831b8c56855e9244ae0b,12,45007
4726,[PuyaSubs!] Cardfight!! Vanguard - overDress Season 2 - 25 [ESP-ENG][720p][20ACEFA6].mkv,6a68517c575be75a883636b63a48d2ee2ea032c5,25,44521
4727,[PuyaSubs!] Cardfight!! Vanguard - overDress Season 2 - 25 [ESP-ENG][1080p][90C48674].mkv,6a681d5bf012c50e944dd9cae2986b1dc68e2359,25,44521
4728,[PuyaSubs!] Kyoukai Senki - 13 [ESP-ENG][720p][77237CC3].mkv,e2bbcc2510f34f3f6682831e6a78dad56621461d,13,44197
4729,[PuyaSubs!] Kyoukai Senki - 13 [ESP-ENG][1080p][3C08F7DA].mkv,94eb259a9ae1a6f212e14628259804d526bef6fc,13,44197
4730,[PuyaSubs!] Gyakuten Sekai no Denchi Shoujo - 12 [ESP-ENG][720p][E1D23D3B].mkv,58a8148827a0c79c29fdbebffb5815bd4402beca,12,44300
4731,[PuyaSubs!] Gyakuten Sekai no Denchi Shoujo - 12 [ESP-ENG][1080p][6C703008].mkv,1fff1ab039421569439c38563118260f42be6879,12,44300
4732,[PuyaSubs!] Kimetsu no Yaiba - Yuukaku-hen - 04 [ESP-ENG][720p][BA87346E].mkv,4b6f7f8d742c244c15422397a328cbc6819b8f66,4,44081
4733,[PuyaSubs!] Kimetsu no Yaiba - Yuukaku-hen - 04 [ESP-ENG][1080p][BE1CD11E].mkv,57551b4ab9b482852ed38c92c95db8154d986463,4,44081
4734,[PuyaSubs!] Tesla Note - 13 [ESP-ENG][720p][9D67B326].mkv,9d884ba8daf160f9502db04fce5e5114c9976885,13,44345
4735,[PuyaSubs!] Tesla Note - 13 [ESP-ENG][1080p][0A8F3F4C].mkv,33803e7f9d70c607c098ba1951d26947fa7a30c2,13,44345
4736,[PuyaSubs!] Boruto - Naruto Next Generations - 230 [ESP-ENG][720p][6E742E27].mkv,4e2213f221d2a1db815b1351511c9ef9d56704f3,230,13051
4737,[PuyaSubs!] Boruto - Naruto Next Generations - 230 [ESP-ENG][1080p][F9D38F97].mkv,a051dd2e3626cce747555bc06fd665ec1e781747,230,13051
4738,[PuyaSubs!] Digimon Ghost Game - 12 [ESP-ENG][720p][E58AC4C3].mkv,a46c4a6bc97c676eaf7a48b52e587939b55cc4cb,12,44946
4739,[PuyaSubs!] Digimon Ghost Game - 12 [ESP-ENG][1080p][7558640E].mkv,fa1a0fd85f82a21e7cc957d08e50025f1ee60d6d,12,44946
4740,[PuyaSubs!] Tropical-Rouge! Precure - 42 [ESP-ENG][720p][F336BC9A].mkv,9ef32db092120ef6c53b35f46b9f4159c3dcc73d,42,43821
4741,[PuyaSubs!] Tropical-Rouge! Precure - 42 [ESP-ENG][1080p][3B03BD3D].mkv,90c00c6b7627ca34d3b40997c22dbdf4d0beb26b,42,43821
4742,[PuyaSubs!] World Trigger 3rd Season - 12 [ESP-ENG][720p][F1EFB47E].mkv,529ba2370563dedc1a12ffe48544d5ebbb556963,12,null
4743,[PuyaSubs!] World Trigger 3rd Season - 12 [ESP-ENG][1080p][C7865F94].mkv,48fc4527af6d8bc7e4a2c1152778996ef66c0155,12,null
4744,[PuyaSubs!] 86 - Eighty Six - 21 [ESP-ENG][720p][35940B0B].mkv,a60f856b583e37111f2a3919df83f307f34efaf6,21,null
4745,[PuyaSubs!] 86 - Eighty Six - 21 [ESP-ENG][1080p][40F7E826].mkv,e52f4d70feef9117a55d7a8805fc0ff961531d5e,21,null
4746,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 12 [ESP-ENG][720p][D1B0F451].mkv,e8a9ee0f06e99bda3c0e531fd9b5b957a5906346,12,43313
4747,[PuyaSubs!] Senpai ga Uzai Kouhai no Hanashi - 12 [ESP-ENG][1080p][6BE37229].mkv,9738bbcd2bd15488f1a1523b99bb7429ddc31250,12,43313
4748,[PuyaSubs!] Build Divide: Code Black - 12 [ESP-ENG][720p][2B92FFC6].mkv,d09c552f16da10f30fb8cb3dfd7013f88e5f79c6,12,44425
4749,[PuyaSubs!] Build Divide: Code Black - 12 [ESP-ENG][1080p][E15B8570].mkv,fddfa2b561473995d127fa6e46affe0dfd0e0ce8,12,44425
4750,[PuyaSubs!] Saihate no Paladin - 11 [ESP-ENG][720p][1441BBBD].mkv,b8df4b208aff3ded40efa5f83c5481f03cef7b04,11,44432
4751,[PuyaSubs!] Saihate no Paladin - 11 [ESP-ENG][1080p][78DC2C41].mkv,7021ba9c12771ea3e7384753704c64858db94f34,11,44432
4752,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 63 [ESP-ENG][720p][E0CAF958].mkv,2aa36dfdee9c5e35067d697057e15126f1c05796,63,42900
4753,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 63 [ESP-ENG][1080p][20D0BA46].mkv,cac264460e4e3fa2edf49640cc7d65fe4614cf02,63,42900
4754,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 37 [ESP-ENG][720p][21C04EFA].mkv,a151c32b68c512bb02d0411997bec57c7e6af1e6,37,44199
4755,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 37 [ESP-ENG][1080p][99A5DF90].mkv,492e3094a1fbdd0a03e9e8e48631191a7864420e,37,44199
4756,[PuyaSubs!] Taishou Otome Otogibanashi - 12 [ESP-ENG][720p][1E04C260].mkv,f22b1d233beb0efd967d1c95ca80ed10713c4321,12,43817
4757,[PuyaSubs!] Taishou Otome Otogibanashi - 12 [ESP-ENG][1080p][7BDD9516].mkv,0675116d9672161ef959a1a536d33c7c3782142a,12,43817
4758,[PuyaSubs!] Visual Prison - 12 [ESP-ENG][720p][ECD9ACAB].mkv,cf7e148bab44800bd2ef66e4785e75e2bf4d6556,12,44234
4759,[PuyaSubs!] Visual Prison - 12 [ESP-ENG][1080p][370E544D].mkv,b3ec53114094eac951e543eadb82738dfd5b8ca4,12,44234
4760,[PuyaSubs!] Selection Project - 13 [ESP-ENG][720p][AD2310D1].mkv,ed51793b6e22935357a31b00f7e73f52ba82f877,13,44211
4761,[PuyaSubs!] Selection Project - 13 [ESP-ENG][1080p][D0160AB6].mkv,02678e4cd013f5289dd6eef3c7c62d0a0c68a400,13,44211
4762,[PuyaSubs!] Platinum End - 12 [ESP-ENG][720p][7FA370D7].mkv,de526c7ce67db0b125b94cc42ea2abf684bb52b3,12,43862
4763,[PuyaSubs!] Platinum End - 12 [ESP-ENG][1080p][4803374E].mkv,e024c6b8cd36726eb4d2962a61be98805727f8ad,12,43862
4764,[PuyaSubs!] Ousama Ranking - 11 [ESP-ENG][720p][620E1841].mkv,5ebbea93a2c2ef88d806558c67409c8ea05bcf36,11,43849
4765,[PuyaSubs!] Ousama Ranking - 11 [ESP-ENG][1080p][00C6EE29].mkv,20f734563191fc8c4c18371896900ea7e0fe7651,11,43849
4766,[PuyaSubs!] Sakugan - 12 [ESP-ENG][720p][1D7ED36B].mkv,b47a6937f16586ba8036c25a46ccdd4640c98550,12,null
4767,[PuyaSubs!] Sakugan - 12 [ESP-ENG][1080p][0C304245].mkv,cdebcae83851da2af67727d4fa49fd23e3764260,12,null
4768,[PuyaSubs!] Maiko-san Chi no Makanai-san - 11 [ESP-ENG][720p][F210657F].mkv,26705a9d928a416bfabfe9b7f3955eab8c8148d6,11,43750
