,tittle,hash,chapter,kitsu_id
2262,[PuyaSubs!] Ijiranaide - Nagatoro-san - 08 [ESP-ENG][720p][93A16BFA].mkv,8482312c50b2c3479f31b414fb625d0ead5dfa36,8,43271
2263,[PuyaSubs!] Ijiranaide - Nagatoro-san - 08 [ESP-ENG][1080p][B21B5409].mkv,465a4d5b99309bb93a68a2bbfc132f378394169e,8,43271
2264,[PuyaSubs!] Tokyo Revengers - 08 [ESP-ENG][720p][6C3DC3FB].mkv,793c0bbb51a0b6a2b3dbf1163b2e761003b2804a,8,43321
2265,[PuyaSubs!] Tokyo Revengers - 08 [ESP-ENG][1080p][75456401].mkv,0baa7960fc97d41bbc5877086355163769a1fb56,8,43321
2266,[PuyaSubs!] 86 - Eighty Six - 08 [ESP-ENG][720p][99E5EE26].mkv,0e29be527a528c87cd7fbfd948e2da21047f7f92,8,null
2267,[PuyaSubs!] 86 - Eighty Six - 08 [ESP-ENG][1080p][31015AC3].mkv,219b59878171ea7660048ca98efc0555338ba13b,8,null
2268,[PuyaSubs!] Mairimashita! Iruma-kun 2nd Season - 07 [ESP-ENG][1080p][C1397F1E].mkv,aa11387b6b78f245d330f5183aaecefc64b2c9f5,7,43047
2269,[PuyaSubs!] Slime Taoshite 300-nen - Shiranai Uchi ni Level Max ni Nattemashita - 08 [ESP-ENG][720p][100CE13].mkv,45fc2e49324e3610a1646af5476c32d79274e2e8,8,42628
2270,[PuyaSubs!] Slime Taoshite 300-nen - Shiranai Uchi ni Level Max ni Nattemashita - 08 [ESP-ENG][1080p][668A5D66].mkv,54a520f6305f0ec7a27f1ca464b4470f2a82ed12,8,42628
2271,[PuyaSubs!] Mairimashita! Iruma-kun 2nd Season - 07 [ESP-ENG][720p][240E762A].mkv,9cf14fadbe2e99132cb856f4b69d2aca79ee5ade,7,43047
2272,[PuyaSubs!] Boku no Hero Academia 5th Season - 98 [ESP-ENG][720p][540CCA82].mkv,1dc1b3f823405cc16c9c6bff415286ce4c14424c,98,null
2273,[PuyaSubs!] Boku no Hero Academia 5th Season - 98 [ESP-ENG][1080p][5AA9AEC6].mkv,c6f2bf610bf50b612419240a5edbffbf5c0f3a11,98,null
2274,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 34 [ESP-ENG][720p][ADB49DE].mkv,6ce8866f2427066c6cda03e527b4cee1f1f0e174,34,42900
2275,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 34 [ESP-ENG][1080p][5C1BAEC6].mkv,f088641317003f299aaaec0b3b4bf9359e6dc2b4,34,42900
2276,[PuyaSubs!] Cardfight!! Vanguard: overDress - 08 [ESP-ENG][720p][9B619045].mkv,55e7d9da33437f201d0dab301ab946aa62308cb8,8,44181
2277,[PuyaSubs!] Cardfight!! Vanguard: overDress - 08 [ESP-ENG][1080p][7D393A5B].mkv,298f8b7e920c8fddf153d4dc7f2d3e35db2e1780,8,44181
2278,[PuyaSubs!] Mashiro no Oto - 09 [ESP-ENG][720p][F9AFC5D5].mkv,f246f29fead1f26823667d88a840355c9ff206df,9,44106
2279,[PuyaSubs!] Mashiro no Oto - 09 [ESP-ENG][1080p][FAC293F2].mkv,565df9b33d004bbf2ae2320b7b415cd5ddc1d604,9,44106
2280,[PuyaSubs!] Shakunetsu Kabaddi - 09 [ESP-ENG][720p][7511B069].mkv,89cf49471c75f233e3c5e8b227e2003d179c7cc5,9,43309
2281,[PuyaSubs!] Shakunetsu Kabaddi - 09 [ESP-ENG][1080p][6A14A551].mkv,46c2685dc99da2e46121a55498cd022012d395c8,9,43309
2282,[PuyaSubs!] Kumo Desu ga - Nani ka - 20 [ESP-ENG][720p][9785D4C4].mkv,c5bbea9ecb090ce07e96897e8e3067eb4634781e,20,null
2283,[PuyaSubs!] Kumo Desu ga - Nani ka - 20 [ESP-ENG][1080p][D3F39E5F].mkv,189a2b364bf35ac3a4694e1e952b14957c4e040d,20,null
2284,[PuyaSubs!] Isekai Maou to Shoukan Shoujo no Dorei Majutsu S2 - 08 [ESP-ENG][720p][A20B0516].mkv,6926e85259d38394b3c36839f26b34bb9c85ac2d,8,null
2285,[PuyaSubs!] Isekai Maou to Shoukan Shoujo no Dorei Majutsu S2 - 08 [ESP-ENG][1080p][3D9F68C5].mkv,1e164cf56bab165692b6c49dd19cb0f1700283d4,8,null
2286,[PuyaSubs!] Zombieland Saga - Revenge - 08 [ESP-ENG][720p][3D685D93].mkv,0030229fb85331f12c7024fb288e5f03b37eefcf,8,42467
2287,[PuyaSubs!] Zombieland Saga - Revenge - 08 [ESP-ENG][1080p][37980998].mkv,8347787fd16e09aa48fce5cef812470557b7d6eb,8,42467
2288,[PuyaSubs!] Fairy Ranmaru - Anata no Kokoro Otasuke Shimasu - 08 [ESP-ENG][720p][C5DBEED7].mkv,897abb5cddfd485d1a4df1e6fe7c29a9e9757853,8,44180
2289,[PuyaSubs!] Fairy Ranmaru - Anata no Kokoro Otasuke Shimasu - 08 [ESP-ENG][1080p][880AA3F7].mkv,9f2f6697f9a085d27502546fa716ae2ef75471a8,8,44180
2290,[PuyaSubs!] SD Gundam World Heroes - 08 [ESP-ENG][720p][D14EAB8F].mkv,4b5c16c04c8d9fb6ab69681e9d9c8d07ca5f9289,8,46405
2291,[PuyaSubs!] SD Gundam World Heroes - 08 [ESP-ENG][1080p][2F7B3B12].mkv,45bc89c1b3335c24ed6cde59c449cd6ccb4cbc30,8,46405
2292,[PuyaSubs!] Cestvs - The Roman Fighter - 07 [ESP-ENG][720p][85911221].mkv,7a77fa17062f008bb70a214ad3156447f4a2bb71,7,44179
2293,[PuyaSubs!] Cestvs - The Roman Fighter - 07 [ESP-ENG][1080p][2753BA39].mkv,0cdcc5f9446cf1c7ad6ff042bd2c149680f85430,7,44179
2294,[PuyaSubs!] Osananajimi ga Zettai ni Makenai Love Comedy - 07 [ESP-ENG][720p][AAC4A7BE].mkv,75d85c786e5d7b996793ebdedc90ccb422e26370,7,43966
2295,[PuyaSubs!] Osananajimi ga Zettai ni Makenai Love Comedy - 07 [ESP-ENG][1080p][1ECE38FB].mkv,11c288d8f447ed6c0e59dc5440759978376160b4,7,43966
2296,[PuyaSubs!] Kobayashi-san Chi no Maid Dragon - Minidora - 08 [ESP-ENG][720p][CF8DAA64].mkv,952937cda7d15dc9308e707aef4c3e42f3586b2f,8,null
2297,[PuyaSubs!] Kobayashi-san Chi no Maid Dragon - Minidora - 08 [ESP-ENG][1080p][4720E2F3].mkv,b977596cb24370523a7de2637201d6f65a0249ee,8,null
2298,[PuyaSubs!] Yakunara Mug Cup mo - 8.1 [ESP-ENG][720p][BA72CAC8].mkv,c45c3f3e88cde143aef6dab8c00b731f8037ee13,8.1,43875
2299,[PuyaSubs!] Yakunara Mug Cup mo - 8.1 [ESP-ENG][1080p][5D9C9614].mkv,d4df79731366fc651258bcbde4ed124b54f4fc98,8.1,43875
2300,[PuyaSubs!] Jouran - The Princess of Snow and Blood - 09 [ESP-ENG][720p][FC24BA71].mkv,fdc8bfcaae759037b16ce75801ccffc6cd534558,9,44091
2301,[PuyaSubs!] Jouran - The Princess of Snow and Blood - 09 [ESP-ENG][1080p][2B68D9EE].mkv,3f9140643b3466877058061052ad2d82a2bf2d1c,9,44091
2302,[PuyaSubs!] Yakunara Mug Cup mo - 08 [ESP-ENG][720p][CDC410C4].mkv,f7d7f7da78d711b9375853bd4d0492b6ee696df7,8,43875
2303,[PuyaSubs!] Yakunara Mug Cup mo - 08 [ESP-ENG][1080p][BCF30698].mkv,71dc09aef7fa513aa8c7b3ca4ee113bf1e37b728,8,43875
2304,[PuyaSubs!] Tensura Nikki - Tensei shitara Slime Datta Ken - 08 [ESP-ENG][720p][2AC96971].mkv,c51022e35a197dc25886fe2cbd5ce2a04cd8ea83,8,null
2305,[PuyaSubs!] Tensura Nikki - Tensei shitara Slime Datta Ken - 08 [ESP-ENG][1080p][985E7A8F].mkv,8d645f22e2400eb0d68ce64613c0ccdb0fe02c31,8,null
2306,[PuyaSubs!] Odd Taxi - 08 [ESP-ENG][720p][E9BE98E2].mkv,fcc8cbe5077b60c5e2008c7aa7ce01abf32c300c,8,43932
2307,[PuyaSubs!] Odd Taxi - 08 [ESP-ENG][1080p][917AFC8E].mkv,f00c6bed6d00d90e1c046e29d74861003836a912,8,43932
2308,[PuyaSubs!] Fumetsu no Anata e - 07 [ESP-ENG][720p][6BAB6319].mkv,53fe268308503d1db4883fec823edaae8eab0324,7,43211
2309,[PuyaSubs!] Fumetsu no Anata e - 07 [ESP-ENG][1080p][A7B046CC].mkv,b2979fd7079c35a423301ef1bb379ed722615472,7,43211
2310,[PuyaSubs!] Itazuraguma no Gloomy - 07 [ESP-ENG][720p][3D3C18D0].mkv,59ebf355a9de13a0381abdc015cd9a521ce0e5d4,7,44213
2311,[PuyaSubs!] Itazuraguma no Gloomy - 07 [ESP-ENG][1080p][A5F724C6].mkv,4134ed6d260db4f2be8ee54dbdb523f79bd9ee16,7,44213
2312,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 08 [ESP-ENG][720p][F50DD7C9].mkv,616d85786f36cd56605935c48cb3087df39402bd,8,null
2313,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 08 [ESP-ENG][1080p][310AA949].mkv,5bf6bdbd3d836dd60f3ae259b3434adab6bcb104,8,null
2314,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 09 [ESP-ENG][720p][AF34B6C2].mkv,a2b540e79f48a03d9554ed4d3e143f2d7827d757,9,43831
2315,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 09 [ESP-ENG][1080p][A86F4338].mkv,3e32a4961f6143ccaea83895a8c7c7a55f42295e,9,43831
2316,[PuyaSubs!] One Piece - 975 [ESP-ENG][V2][1080p][BD4FFB79].mkv,5e6009a5a1a8750c2f0f8b74480b6a06621204ff,975,12
2317,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 08 [ESP-ENG][720p][A1DC1BC0].mkv,3cb52e5664aaa71c7c0570cc3dc782a669c6746a,8,44064
2318,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 08 [ESP-ENG][1080p][1F4C7E30].mkv,b3ce0cf5c716b062c03867d5ec15edca6744d933,8,44064
2319,[PuyaSubs!] Sayonara Watashi no Cramer - 08 [ESP-ENG][720p][EB0D5421].mkv,cfcbb903f35441cee0f5fb9ecc4dd8cd617fb1b6,8,43830
2320,[PuyaSubs!] Sayonara Watashi no Cramer - 08 [ESP-ENG][1080p][6C1F3952].mkv,b9354cd4a39af50c2d54ec08f1cef3878bd4c694,8,43830
2321,[PuyaSubs!] Boruto - Naruto Next Generations - 200 [ESP-ENG][720p][D5A3D08C].mkv,609f9314b7fd0250737dcfe16733dbe1ee69ff7a,200,13051
2322,[PuyaSubs!] Boruto - Naruto Next Generations - 200 [ESP-ENG][1080p][647A86EB].mkv,aff4321321b232e57dc0e53aa7d2f6a5eeab3200,200,13051
2323,[PuyaSubs!] One Piece - 975 [ESP-ENG][720p][B31A5D13].mkv,d924e5c11c4cd80086176de8b2b86885105f29db,975,12
2324,[PuyaSubs!] Digimon Adventure (2020) - 49 [ESP-ENG][720p][2630A4C].mkv,31572980039afc96550e56dcd7a422195103fc58,49,null
2325,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 11 [ESP-ENG][1080p][26D922E7].mkv,43e07838fdced40bb51ef1992e14e8eac73e5c46,11,43831
2326,[PuyaSubs!] Yakunara Mug Cup mo - 10 [ESP-ENG][720p][CE527BB1].mkv,af2d7e7c387bd62de08a172a725b8434ed09da07,10,43875
2327,[PuyaSubs!] Yakunara Mug Cup mo - 10 [ESP-ENG][1080p][BE871768].mkv,7bc0966338fb851876839a5436b147bc2de7b3be,10,43875
2328,[PuyaSubs!] Tropical-Rouge! Precure - 15 [ESP-ENG][720p][V2][A2EDC964].mkv,555c0e42ad919a71c9e5d403621f45e7c30ae7de,15,43821
2329,[PuyaSubs!] Tropical-Rouge! Precure - 15 [ESP-ENG][1080p][V2][A91DB588].mkv,3ce8fb5c0e54426dc4c2289162d2c3421ccee9a3,15,43821
2330,[PuyaSubs!] Sayonara Watashi no Cramer - 10 [ESP-ENG][720p][D1BAC428].mkv,dd5dfa07e74d8ceb70298e74e202b0a2c5a92e29,10,43830
2331,[PuyaSubs!] Sayonara Watashi no Cramer - 10 [ESP-ENG][1080p][FEEB497C].mkv,ea31d4d1132f09541c87d0ded674c528289168f0,10,43830
2332,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 10 [ESP-ENG][720p][6E73223D].mkv,411b8b35dd0ebe09750aaa87cbcaf61b3fc15a28,10,44064
2333,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 10 [ESP-ENG][1080p][44A74AB3].mkv,c42b2646d622373d9b22008ac32284cf7ae30a83,10,44064
2334,[PuyaSubs!] Boruto - Naruto Next Generations - 202 [ESP-ENG][720p][B94395F3].mkv,6f70a4f6828cdd1b7bf5fcdd937b414129823ea6,202,13051
2335,[PuyaSubs!] Boruto - Naruto Next Generations - 202 [ESP-ENG][1080p][6FABA619].mkv,3cdcc07051470913320a291d676eaf3eec7ff2fe,202,13051
2336,[PuyaSubs!] One Piece - 977 [ESP-ENG][720p][ADB2CF47].mkv,9bb15c3221ac3e548ab0b42f23b52b333f6d94f7,977,12
2337,[PuyaSubs!] One Piece - 977 [ESP-ENG][1080p][BB913448].mkv,426e99d9aaad84dd0d67adfc71be871ae9a29e3b,977,12
2338,[PuyaSubs!] Digimon Adventure (2020) - 51 [ESP-ENG][720p][D96352D2].mkv,40354151b1eb34da01d0cb6435ab2f7f495b86ac,51,null
2339,[PuyaSubs!] Digimon Adventure (2020) - 51 [ESP-ENG][1080p][A0B6BFB2].mkv,cb07db3b87faaa98706d4663d9d0723b972962fe,51,null
2340,[PuyaSubs!] Tokyo Revengers - 09 [ESP-ENG][720p][AF1EDF8E].mkv,cd0bc617668210dc0289c6c432688ada6b5ece6d,9,43321
2341,[PuyaSubs!] Tokyo Revengers - 09 [ESP-ENG][1080p][45D6657F].mkv,e5d7b717aa26b145130728fe21fb02e0cc4851b6,9,43321
2342,[PuyaSubs!] 86 - Eighty Six - 09 [ESP-ENG][720p][5D183C16].mkv,80c3fda91342f19252b9ef59c8ef1b8217fbb571,9,null
2343,[PuyaSubs!] 86 - Eighty Six - 09 [ESP-ENG][1080p][B462A672].mkv,4846e757ac52d52577096dbeaee4f5db341c9f13,9,null
2344,[PuyaSubs!] Ijiranaide - Nagatoro-san - 09 [ESP-ENG][720p][C5CCD5AF].mkv,a7016f550db469778ca49ff9edd412d3a6662136,9,43271
2345,[PuyaSubs!] Ijiranaide - Nagatoro-san - 09 [ESP-ENG][1080p][870EF58].mkv,c7996b85451164d4917fc5d82a63e26ea48b9469,9,43271
2346,[PuyaSubs!] Slime Taoshite 300-nen - Shiranai Uchi ni Level Max ni Nattemashita - 09 [ESP-ENG][720p][610B999E].mkv,04b31dd332a9bd6f4574187839464a6909259bce,9,42628
2347,[PuyaSubs!] Slime Taoshite 300-nen - Shiranai Uchi ni Level Max ni Nattemashita - 09 [ESP-ENG][1080p][158B5D93].mkv,e6ad2fecccc265a4b98524b0573c00986fa0bd7f,9,42628
2348,[PuyaSubs!] Mairimashita! Iruma-kun 2nd Season - 08 [ESP-ENG][720p][DDA30947].mkv,89906e805e67b62f8932882be0355ded7c75c917,8,43047
2349,[PuyaSubs!] Mairimashita! Iruma-kun 2nd Season - 08 [ESP-ENG][1080p][CD2DC205].mkv,449ae94d3838e1e4f30c572b7b979cbabbd36214,8,43047
2350,[PuyaSubs!] Boku no Hero Academia 5th Season - 99 [ESP-ENG][720p][D713945C].mkv,e0798e19e7bebb9ecb8c8e4c6b4def7339cc9295,99,null
2351,[PuyaSubs!] Boku no Hero Academia 5th Season - 99 [ESP-ENG][1080p][2996B531].mkv,6b360836d62e4c8685cd5b62cb7cacd254e84c74,99,null
2352,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 35 [ESP-ENG][720p][2BB8B377].mkv,12591859a1358c4cc55ffa699078d3f8574bc8a4,35,42900
2353,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 35 [ESP-ENG][1080p][48F92E6E].mkv,eaad9dd4fe06727851ee8ee6b132da8c64872a4b,35,42900
2354,[PuyaSubs!] Cardfight!! Vanguard: overDress - 09 [ESP-ENG][720p][D53020D1].mkv,0756e825a32b0b46bd18475e3d356629bbe7ebfc,9,44181
2355,[PuyaSubs!] Cardfight!! Vanguard: overDress - 09 [ESP-ENG][1080p][11F814DC].mkv,bdfb1d2ec9088aa782687417147fa75a37604641,9,44181
2356,[PuyaSubs!] Mashiro no Oto - 10 [ESP-ENG][720p][6C01412D].mkv,5641139f121e86ead42ebaa16cd1689f29974df2,10,44106
2357,[PuyaSubs!] Mashiro no Oto - 10 [ESP-ENG][1080p][839F809F].mkv,8d881016aef56e14b71d4b1584cb87de2d6dac34,10,44106
2358,[PuyaSubs!] Shakunetsu Kabaddi - 10 [ESP-ENG][720p][F3959652].mkv,18d79d45f880eb9785484fc053cc54feac381a7f,10,43309
2359,[PuyaSubs!] Shakunetsu Kabaddi - 10 [ESP-ENG][1080p][11B0B823].mkv,519b7fc949200367bf98c99f00cd961b080f590b,10,43309
2360,[PuyaSubs!] Kumo Desu ga - Nani ka - 21 [ESP-ENG][720p][2867AE95].mkv,2843a4ccab998f424ebec6874ef4fa1f473e5b6e,21,null
2361,[PuyaSubs!] Kumo Desu ga - Nani ka - 21 [ESP-ENG][1080p][2C6DA46F].mkv,3cb111feee34bf508fde385dfef16a98e5a91154,21,null
2362,[PuyaSubs!] Isekai Maou to Shoukan Shoujo no Dorei Majutsu S2 - 09 [ESP-ENG][720p][593D258D].mkv,19c06aec14718c46060389b632a2614573649c1e,9,null
2363,[PuyaSubs!] Isekai Maou to Shoukan Shoujo no Dorei Majutsu S2 - 09 [ESP-ENG][1080p][BB19107A].mkv,f403f9960465b07f1e7017c200eee5f58dc82ec3,9,null
2364,[PuyaSubs!] Bakuten!! - 09 [ESP-ENG][720p][47B1CCCC].mkv,f07866eb1c7e38f538f36ecda06712ea8f65fc79,9,44123
2365,[PuyaSubs!] Bakuten!! - 09 [ESP-ENG][1080p][A97913B9].mkv,6a0273c8076d40d4adad884f770b01d00b1dbf5a,9,44123
2366,[PuyaSubs!] Zombieland Saga - Revenge - 09 [ESP-ENG][720p][CC5967FE].mkv,6ffdc440a1d75ce71f947113b7f12a4601cb2374,9,42467
2367,[PuyaSubs!] Zombieland Saga - Revenge - 09 [ESP-ENG][1080p][18F215D6].mkv,9e4bf0e4bb12b311403b083a6834af362b95c0c2,9,42467
2368,[PuyaSubs!] Yakunara Mug Cup mo - 09 [ESP-ENG][720p][BE4BB1A6].mkv,8f3ed811eb4b3a5923945ff4a51268987fa59ffe,9,43875
2369,[PuyaSubs!] Yakunara Mug Cup mo - 09 [ESP-ENG][1080p][8DDED535].mkv,36c0697f714102a62f0db4cf6c98a25f72156666,9,43875
2370,[PuyaSubs!] Fairy Ranmaru - Anata no Kokoro Otasuke Shimasu - 09 [ESP-ENG][720p][311DA01F].mkv,b4f7cafc9dc3c63478e0658a95c58ed3ef521e92,9,44180
2371,[PuyaSubs!] Fairy Ranmaru - Anata no Kokoro Otasuke Shimasu - 09 [ESP-ENG][1080p][C33DA678].mkv,8c72ff19cf653f50a15635964dc1c711d0bd8b9c,9,44180
2372,[PuyaSubs!] SD Gundam World Heroes - 09 [ESP-ENG][720p][FA4FA622].mkv,384540469d85fcf82b5a87af5d2528b978297210,9,46405
2373,[PuyaSubs!] SD Gundam World Heroes - 09 [ESP-ENG][1080p][F7465DDE].mkv,c1008752f1066c4b37bdd92b745b406e22e83414,9,46405
2374,[PuyaSubs!] Bakuten!! - 08 [ESP-ENG][720p][F98EBCAA].mkv,e883bb0e9b42927e8080beaebf4affa26b44bae8,8,44123
2375,[PuyaSubs!] Bakuten!! - 08 [ESP-ENG][1080p][55B9285].mkv,37a31e6e0e62157626a16c13e9eae2d6aac0315a,8,44123
2376,[PuyaSubs!] Cestvs - The Roman Fighter - 08 [ESP-ENG][720p][859CD5].mkv,84154795641bb12f1f6356ccead106619a0c7bff,8,44179
2377,[PuyaSubs!] Cestvs - The Roman Fighter - 08 [ESP-ENG][1080p][13400174].mkv,44116aa9231f3f0995d60811ebacfe597d32ed53,8,44179
2378,[PuyaSubs!] Osananajimi ga Zettai ni Makenai Love Comedy - 08 [ESP-ENG][720p][C5CF3288].mkv,b260266bafa181b9fc2ad8b936a6c2c824b77892,8,43966
2379,[PuyaSubs!] Osananajimi ga Zettai ni Makenai Love Comedy - 08 [ESP-ENG][1080p][A1C06983].mkv,2a1b4457c2d7cf8556ae3b2922aee043015b189e,8,43966
2380,[PuyaSubs!] Kobayashi-san Chi no Maid Dragon - Minidora - 09 [ESP-ENG][720p][BAE44C81].mkv,0da6b7617414276e1d0d07765d0d17fb93750e8f,9,null
2381,[PuyaSubs!] Kobayashi-san Chi no Maid Dragon - Minidora - 09 [ESP-ENG][1080p][B1B975BA].mkv,29edb7739bc8f3930f904e174a776e295d02d14c,9,null
2382,[PuyaSubs!] Maiko-san Chi no Makanai-san - 04 [ESP-ENG][720p][EA720E98].mkv,587cbeeeb8b4aa95b69a9bd5b71635fa69aa6aa5,4,43750
2383,[PuyaSubs!] Maiko-san Chi no Makanai-san - 04 [ESP-ENG][1080p][8A5857E3].mkv,d372d2ee359834c311f63551697e0d7162536330,4,43750
2384,[PuyaSubs!] Yakunara Mug Cup mo - 91 [ESP-ENG][720p][3D0C12FA].mkv,5312915c827f32b0cc5dcecd1584559a0344bad8,91,43875
2385,[PuyaSubs!] Yakunara Mug Cup mo - 91 [ESP-ENG][1080p][DD0EBDAB].mkv,dc47d1744f7afddf94c27bba01aacc6153db6867,91,43875
2386,[PuyaSubs!] Jouran - The Princess of Snow and Blood - 10 [ESP-ENG][720p][DD7AA4F4].mkv,6b428a044cb5148f8f1ce338912c587ef507cf80,10,44091
2387,[PuyaSubs!] Jouran - The Princess of Snow and Blood - 10 [ESP-ENG][1080p][F5F3D549].mkv,5b26ba17fe79cfb9645c1a588ebe336a8013302e,10,44091
2388,[PuyaSubs!] Tensura Nikki - Tensei shitara Slime Datta Ken - 09 [ESP-ENG][720p][35521B9D].mkv,883604c77207ca52137ffe01464b1d0fe5311241,9,null
2389,[PuyaSubs!] Tensura Nikki - Tensei shitara Slime Datta Ken - 09 [ESP-ENG][1080p][47CEB316].mkv,9fc6b4015261219109adaa132292857039b54539,9,null
2390,[PuyaSubs!] Odd Taxi - 09 [ESP-ENG][720p][E9D9E8C5].mkv,fe0b7b54706f70839bb6b8b38f7d5ba3d8ec42bf,9,43932
2391,[PuyaSubs!] Odd Taxi - 09 [ESP-ENG][1080p][B3D41F36].mkv,c8f5c55bf457c84318e2bab89a14617c519cddeb,9,43932
2392,[PuyaSubs!] Fumetsu no Anata e - 08 [ESP-ENG][720p][74B2D8DC].mkv,3703939b3d319eb4ee1a906a4265f304e5b745b2,8,43211
2393,[PuyaSubs!] Fumetsu no Anata e - 08 [ESP-ENG][1080p][636F1709].mkv,c520ae00fe3eb834114ee9809199d4fbdc106a4c,8,43211
2394,[PuyaSubs!] Itazuraguma no Gloomy - 08 [ESP-ENG][720p][59B69176].mkv,b69dec74ef455db37daccd9ebe4de58d6d296459,8,44213
2395,[PuyaSubs!] Itazuraguma no Gloomy - 08 [ESP-ENG][1080p][73B54868].mkv,d6ea8e2a0b3dec91042cdcc5acdb947826d0436a,8,44213
2396,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 09 [ESP-ENG][720p][7CA96E6A].mkv,fe5cde94d056cd8c96644c40ff32c2494a7181e6,9,null
2397,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 09 [ESP-ENG][1080p][7DBCD717].mkv,48432fd0034e83430c438b757d472a08c96e9ea5,9,null
2398,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 10 [ESP-ENG][720p][7864349B].mkv,6f6755fbcc2c093d0ba0d9749370b1410e41d5e7,10,43831
2399,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 10 [ESP-ENG][1080p][2A1B0E55].mkv,b57208b5afef6956ce4bc8685af3e7ee188736ba,10,43831
2400,[PuyaSubs!] Odd Taxi - 11 [ESP-ENG][720p][BE5C645D].mkv,d57bcfd01ddb76d6bd707362a87586b6b39af4e2,11,43932
2401,[PuyaSubs!] Odd Taxi - 11 [ESP-ENG][1080p][CE77EB4D].mkv,d37bd397e5cf703be37544fb55c271947bc4c7ad,11,43932
2402,[PuyaSubs!] Fumetsu no Anata e - 10 [ESP-ENG][720p][64CD4BA7].mkv,3117e66f301ba768caf7e6321e54d68af9eddafa,10,43211
2403,[PuyaSubs!] Fumetsu no Anata e - 10 [ESP-ENG][1080p][13F3DC29].mkv,578a7e684db8ba6486ac7ff4649ae3650c1e8a1f,10,43211
2404,[PuyaSubs!] Itazuraguma no Gloomy - 10 [ESP-ENG][720p][A1619044].mkv,9ab10c30fea28bad3a0fa5edd3bed9a436e2d973,10,44213
2405,[PuyaSubs!] Itazuraguma no Gloomy - 10 [ESP-ENG][1080p][29059EF1].mkv,66959a8a8bc7ea0c134249300c869a9c7251b8d0,10,44213
2406,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 11 [ESP-ENG][720p][DF3CEACD].mkv,9a35240c037d2af4f649501dcfbdb3c457df4b33,11,null
2407,[PuyaSubs!] Hige wo Soru - Soshite Joshikousei wo Hirou - 11 [ESP-ENG][1080p][8E7EC56B].mkv,54a300acd556d8c654620cfd125a4338903263f3,11,null
2408,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 12 [ESP-ENG][720p][56B5FD9D].mkv,c0072285aef67a3c33d524f5d66c4ffd9f7fb85f,12,43831
2409,[PuyaSubs!] Koi to Yobu ni wa Kimochi Warui - 12 [ESP-ENG][1080p][439A4370].mkv,7f821c90b2e24f1d0d5a33cc6e1416129f389166,12,43831
2410,[PuyaSubs!] Shakunetsu Kabaddi - 11 [ESP-ENG][720p][5E334EBA].mkv,7f7425abe3ca382a2c9b39d088b18fa7cb4dd3b6,11,43309
2411,[PuyaSubs!] Shakunetsu Kabaddi - 11 [ESP-ENG][1080p][3196AC26].mkv,5a9fa91160950900575f5235e29e53b25bfc0d2f,11,43309
2412,[PuyaSubs!] Sayonara Watashi no Cramer - 11 [ESP-ENG][720p][3E5EFCE6].mkv,914a0edbdc758e9642e6a6af01e4d0da88440520,11,43830
2413,[PuyaSubs!] Sayonara Watashi no Cramer - 11 [ESP-ENG][1080p][E5DFB236].mkv,8318589ecda57999fe8ccad9f873604b5cf8015c,11,43830
2414,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 11 [ESP-ENG][720p][7C043C2E].mkv,f0157d060000febafc9263e9a74b94a47c28a9f7,11,44064
2415,[PuyaSubs!] Seven Knights Revolution - Eiyuu no Keishousha - 11 [ESP-ENG][1080p][80DCC364].mkv,55cfa0526af6a25b3c96ec9d1b8e5da0cbff8593,11,44064
2416,[PuyaSubs!] Boruto - Naruto Next Generations - 203 [ESP-ENG][720p][71C5C2D2].mkv,9b479f981d532c82a11a4db222439702a09cf61a,203,13051
2417,[PuyaSubs!] Boruto - Naruto Next Generations - 203 [ESP-ENG][1080p][3FA3DC26].mkv,a8cb01375274f0d957d84043e4ea712fa3e21f6a,203,13051
2418,[PuyaSubs!] One Piece - 978 [ESP-ENG][720p][10B62435].mkv,7b22f35affb1c0ba000605284471b7eeda59603b,978,12
